"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"35-44 years"	"35-44"	"Ohio"	"39"	"Male"	"M"	211	813825	25.927
	"2005"	"2005"	"35-44 years"	"35-44"	"Oklahoma"	"40"	"Female"	"F"	20	239004	8.368
	"2005"	"2005"	"35-44 years"	"35-44"	"Oklahoma"	"40"	"Male"	"M"	92	239419	38.426
	"2005"	"2005"	"35-44 years"	"35-44"	"Oregon"	"41"	"Female"	"F"	22	249107	8.832
	"2005"	"2005"	"35-44 years"	"35-44"	"Oregon"	"41"	"Male"	"M"	70	254630	27.491
	"2005"	"2005"	"35-44 years"	"35-44"	"Pennsylvania"	"42"	"Female"	"F"	65	904768	7.184
	"2005"	"2005"	"35-44 years"	"35-44"	"Pennsylvania"	"42"	"Male"	"M"	221	884353	24.990
	"2005"	"2005"	"35-44 years"	"35-44"	"Rhode Island"	"44"	"Male"	"M"	10	78485	Unreliable
	"2005"	"2005"	"35-44 years"	"35-44"	"South Carolina"	"45"	"Female"	"F"	22	311194	7.070
	"2005"	"2005"	"35-44 years"	"35-44"	"South Carolina"	"45"	"Male"	"M"	86	299903	28.676
	"2005"	"2005"	"35-44 years"	"35-44"	"South Dakota"	"46"	"Male"	"M"	17	51724	Unreliable
	"2005"	"2005"	"35-44 years"	"35-44"	"Tennessee"	"47"	"Female"	"F"	35	443305	7.895
	"2005"	"2005"	"35-44 years"	"35-44"	"Tennessee"	"47"	"Male"	"M"	138	432766	31.888
	"2005"	"2005"	"35-44 years"	"35-44"	"Texas"	"48"	"Female"	"F"	111	1667729	6.656
	"2005"	"2005"	"35-44 years"	"35-44"	"Texas"	"48"	"Male"	"M"	378	1668891	22.650
	"2005"	"2005"	"35-44 years"	"35-44"	"Utah"	"49"	"Female"	"F"	17	147645	Unreliable
	"2005"	"2005"	"35-44 years"	"35-44"	"Utah"	"49"	"Male"	"M"	54	152039	35.517
	"2005"	"2005"	"35-44 years"	"35-44"	"Vermont"	"50"	"Male"	"M"	19	44870	Unreliable
	"2005"	"2005"	"35-44 years"	"35-44"	"Virginia"	"51"	"Female"	"F"	34	595787	5.707
	"2005"	"2005"	"35-44 years"	"35-44"	"Virginia"	"51"	"Male"	"M"	118	575168	20.516
	"2005"	"2005"	"35-44 years"	"35-44"	"Washington"	"53"	"Female"	"F"	30	464622	6.457
	"2005"	"2005"	"35-44 years"	"35-44"	"Washington"	"53"	"Male"	"M"	113	470850	23.999
	"2005"	"2005"	"35-44 years"	"35-44"	"West Virginia"	"54"	"Female"	"F"	10	124150	Unreliable
	"2005"	"2005"	"35-44 years"	"35-44"	"West Virginia"	"54"	"Male"	"M"	31	123059	25.191
	"2005"	"2005"	"35-44 years"	"35-44"	"Wisconsin"	"55"	"Female"	"F"	29	406024	7.142
	"2005"	"2005"	"35-44 years"	"35-44"	"Wisconsin"	"55"	"Male"	"M"	121	410913	29.447
	"2005"	"2005"	"35-44 years"	"35-44"	"Wyoming"	"56"	"Male"	"M"	10	33799	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Alabama"	"01"	"Female"	"F"	26	339135	7.667
	"2005"	"2005"	"45-54 years"	"45-54"	"Alabama"	"01"	"Male"	"M"	88	320096	27.492
	"2005"	"2005"	"45-54 years"	"45-54"	"Alaska"	"02"	"Male"	"M"	21	57268	36.670
	"2005"	"2005"	"45-54 years"	"45-54"	"Arizona"	"04"	"Female"	"F"	51	386004	13.212
	"2005"	"2005"	"45-54 years"	"45-54"	"Arizona"	"04"	"Male"	"M"	131	370020	35.403
	"2005"	"2005"	"45-54 years"	"45-54"	"Arkansas"	"05"	"Female"	"F"	21	194959	10.771
	"2005"	"2005"	"45-54 years"	"45-54"	"Arkansas"	"05"	"Male"	"M"	60	188153	31.889
	"2005"	"2005"	"45-54 years"	"45-54"	"California"	"06"	"Female"	"F"	194	2487359	7.799
	"2005"	"2005"	"45-54 years"	"45-54"	"California"	"06"	"Male"	"M"	509	2439467	20.865
	"2005"	"2005"	"45-54 years"	"45-54"	"Colorado"	"08"	"Female"	"F"	41	351865	11.652
	"2005"	"2005"	"45-54 years"	"45-54"	"Colorado"	"08"	"Male"	"M"	121	350753	34.497
	"2005"	"2005"	"45-54 years"	"45-54"	"Connecticut"	"09"	"Male"	"M"	61	263542	23.146
	"2005"	"2005"	"45-54 years"	"45-54"	"Delaware"	"10"	"Male"	"M"	15	58651	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Florida"	"12"	"Female"	"F"	165	1281400	12.877
	"2005"	"2005"	"45-54 years"	"45-54"	"Florida"	"12"	"Male"	"M"	364	1213762	29.989
	"2005"	"2005"	"45-54 years"	"45-54"	"Georgia"	"13"	"Female"	"F"	50	639192	7.822
	"2005"	"2005"	"45-54 years"	"45-54"	"Georgia"	"13"	"Male"	"M"	139	604583	22.991
	"2005"	"2005"	"45-54 years"	"45-54"	"Hawaii"	"15"	"Male"	"M"	15	94792	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Idaho"	"16"	"Female"	"F"	11	99071	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Idaho"	"16"	"Male"	"M"	36	98255	36.639
	"2005"	"2005"	"45-54 years"	"45-54"	"Illinois"	"17"	"Female"	"F"	60	916959	6.543
	"2005"	"2005"	"45-54 years"	"45-54"	"Illinois"	"17"	"Male"	"M"	157	885277	17.735
	"2005"	"2005"	"45-54 years"	"45-54"	"Indiana"	"18"	"Female"	"F"	29	457686	6.336
	"2005"	"2005"	"45-54 years"	"45-54"	"Indiana"	"18"	"Male"	"M"	133	450152	29.546
	"2005"	"2005"	"45-54 years"	"45-54"	"Iowa"	"19"	"Female"	"F"	21	215869	9.728
	"2005"	"2005"	"45-54 years"	"45-54"	"Iowa"	"19"	"Male"	"M"	51	217808	23.415
	"2005"	"2005"	"45-54 years"	"45-54"	"Kansas"	"20"	"Female"	"F"	12	199633	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Kansas"	"20"	"Male"	"M"	60	198165	30.278
	"2005"	"2005"	"45-54 years"	"45-54"	"Kentucky"	"21"	"Female"	"F"	20	312020	6.410
	"2005"	"2005"	"45-54 years"	"45-54"	"Kentucky"	"21"	"Male"	"M"	101	301962	33.448
	"2005"	"2005"	"45-54 years"	"45-54"	"Louisiana"	"22"	"Female"	"F"	24	336357	7.135
	"2005"	"2005"	"45-54 years"	"45-54"	"Louisiana"	"22"	"Male"	"M"	73	320796	22.756
	"2005"	"2005"	"45-54 years"	"45-54"	"Maine"	"23"	"Male"	"M"	28	105226	26.609
	"2005"	"2005"	"45-54 years"	"45-54"	"Maryland"	"24"	"Female"	"F"	19	440698	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Maryland"	"24"	"Male"	"M"	74	405549	18.247
	"2005"	"2005"	"45-54 years"	"45-54"	"Massachusetts"	"25"	"Female"	"F"	39	489999	7.959
	"2005"	"2005"	"45-54 years"	"45-54"	"Massachusetts"	"25"	"Male"	"M"	61	463800	13.152
	"2005"	"2005"	"45-54 years"	"45-54"	"Michigan"	"26"	"Female"	"F"	61	764383	7.980
	"2005"	"2005"	"45-54 years"	"45-54"	"Michigan"	"26"	"Male"	"M"	186	742335	25.056
	"2005"	"2005"	"45-54 years"	"45-54"	"Minnesota"	"27"	"Female"	"F"	26	382568	6.796
	"2005"	"2005"	"45-54 years"	"45-54"	"Minnesota"	"27"	"Male"	"M"	99	385124	25.706
	"2005"	"2005"	"45-54 years"	"45-54"	"Mississippi"	"28"	"Female"	"F"	10	207824	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Mississippi"	"28"	"Male"	"M"	61	195782	31.157
	"2005"	"2005"	"45-54 years"	"45-54"	"Missouri"	"29"	"Female"	"F"	34	428075	7.943
	"2005"	"2005"	"45-54 years"	"45-54"	"Missouri"	"29"	"Male"	"M"	129	412179	31.297
	"2005"	"2005"	"45-54 years"	"45-54"	"Montana"	"30"	"Male"	"M"	36	75412	47.738
	"2005"	"2005"	"45-54 years"	"45-54"	"Nebraska"	"31"	"Male"	"M"	29	126624	22.902
	"2005"	"2005"	"45-54 years"	"45-54"	"Nevada"	"32"	"Female"	"F"	25	166268	15.036
	"2005"	"2005"	"45-54 years"	"45-54"	"Nevada"	"32"	"Male"	"M"	74	169768	43.589
	"2005"	"2005"	"45-54 years"	"45-54"	"New Hampshire"	"33"	"Male"	"M"	31	105373	29.419
	"2005"	"2005"	"45-54 years"	"45-54"	"New Jersey"	"34"	"Female"	"F"	19	661487	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"New Jersey"	"34"	"Male"	"M"	90	628208	14.326
	"2005"	"2005"	"45-54 years"	"45-54"	"New Mexico"	"35"	"Female"	"F"	23	142193	16.175
	"2005"	"2005"	"45-54 years"	"45-54"	"New Mexico"	"35"	"Male"	"M"	59	134999	43.704
	"2005"	"2005"	"45-54 years"	"45-54"	"New York"	"36"	"Female"	"F"	47	1421076	3.307
	"2005"	"2005"	"45-54 years"	"45-54"	"New York"	"36"	"Male"	"M"	198	1337204	14.807
	"2005"	"2005"	"45-54 years"	"45-54"	"North Carolina"	"37"	"Female"	"F"	71	636979	11.146
	"2005"	"2005"	"45-54 years"	"45-54"	"North Carolina"	"37"	"Male"	"M"	162	600948	26.957
	"2005"	"2005"	"45-54 years"	"45-54"	"North Dakota"	"38"	"Male"	"M"	17	49084	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Ohio"	"39"	"Female"	"F"	51	875009	5.829
	"2005"	"2005"	"45-54 years"	"45-54"	"Ohio"	"39"	"Male"	"M"	233	843613	27.619
	"2005"	"2005"	"45-54 years"	"45-54"	"Oklahoma"	"40"	"Female"	"F"	34	253570	13.409
	"2005"	"2005"	"45-54 years"	"45-54"	"Oklahoma"	"40"	"Male"	"M"	70	246991	28.341
	"2005"	"2005"	"45-54 years"	"45-54"	"Oregon"	"41"	"Female"	"F"	45	277501	16.216
	"2005"	"2005"	"45-54 years"	"45-54"	"Oregon"	"41"	"Male"	"M"	97	268534	36.122
	"2005"	"2005"	"45-54 years"	"45-54"	"Pennsylvania"	"42"	"Female"	"F"	67	958301	6.992
	"2005"	"2005"	"45-54 years"	"45-54"	"Pennsylvania"	"42"	"Male"	"M"	269	929158	28.951
	"2005"	"2005"	"45-54 years"	"45-54"	"South Carolina"	"45"	"Female"	"F"	31	316615	9.791
	"2005"	"2005"	"45-54 years"	"45-54"	"South Carolina"	"45"	"Male"	"M"	82	294247	27.868
	"2005"	"2005"	"45-54 years"	"45-54"	"South Dakota"	"46"	"Male"	"M"	16	56851	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Tennessee"	"47"	"Female"	"F"	47	445444	10.551
	"2005"	"2005"	"45-54 years"	"45-54"	"Tennessee"	"47"	"Male"	"M"	133	421457	31.557
	"2005"	"2005"	"45-54 years"	"45-54"	"Texas"	"48"	"Female"	"F"	134	1553478	8.626
	"2005"	"2005"	"45-54 years"	"45-54"	"Texas"	"48"	"Male"	"M"	366	1524292	24.011
	"2005"	"2005"	"45-54 years"	"45-54"	"Utah"	"49"	"Female"	"F"	10	141410	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Utah"	"49"	"Male"	"M"	52	140425	37.030
	"2005"	"2005"	"45-54 years"	"45-54"	"Vermont"	"50"	"Male"	"M"	11	50166	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Virginia"	"51"	"Female"	"F"	44	576532	7.632
	"2005"	"2005"	"45-54 years"	"45-54"	"Virginia"	"51"	"Male"	"M"	143	548824	26.056
	"2005"	"2005"	"45-54 years"	"45-54"	"Washington"	"53"	"Female"	"F"	48	477525	10.052
	"2005"	"2005"	"45-54 years"	"45-54"	"Washington"	"53"	"Male"	"M"	161	470820	34.196
	"2005"	"2005"	"45-54 years"	"45-54"	"West Virginia"	"54"	"Female"	"F"	12	142698	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"West Virginia"	"54"	"Male"	"M"	44	139689	31.499
	"2005"	"2005"	"45-54 years"	"45-54"	"Wisconsin"	"55"	"Female"	"F"	18	416400	Unreliable
	"2005"	"2005"	"45-54 years"	"45-54"	"Wisconsin"	"55"	"Male"	"M"	104	420477	24.734
	"2005"	"2005"	"55-64 years"	"55-64"	"Alabama"	"01"	"Female"	"F"	12	263210	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Alabama"	"01"	"Male"	"M"	65	241277	26.940
	"2005"	"2005"	"55-64 years"	"55-64"	"Arizona"	"04"	"Female"	"F"	25	312274	8.006
	"2005"	"2005"	"55-64 years"	"55-64"	"Arizona"	"04"	"Male"	"M"	76	284720	26.693
	"2005"	"2005"	"55-64 years"	"55-64"	"Arkansas"	"05"	"Female"	"F"	15	159434	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Arkansas"	"05"	"Male"	"M"	41	148637	27.584
	"2005"	"2005"	"55-64 years"	"55-64"	"California"	"06"	"Female"	"F"	115	1735963	6.625
	"2005"	"2005"	"55-64 years"	"55-64"	"California"	"06"	"Male"	"M"	327	1616930	20.224
	"2005"	"2005"	"55-64 years"	"55-64"	"Colorado"	"08"	"Female"	"F"	27	235778	11.451
	"2005"	"2005"	"55-64 years"	"55-64"	"Colorado"	"08"	"Male"	"M"	77	230162	33.455
	"2005"	"2005"	"55-64 years"	"55-64"	"Connecticut"	"09"	"Female"	"F"	10	199489	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Connecticut"	"09"	"Male"	"M"	30	183726	16.329
	"2005"	"2005"	"55-64 years"	"55-64"	"Florida"	"12"	"Female"	"F"	91	1067296	8.526
	"2005"	"2005"	"55-64 years"	"55-64"	"Florida"	"12"	"Male"	"M"	251	956321	26.246
	"2005"	"2005"	"55-64 years"	"55-64"	"Georgia"	"13"	"Female"	"F"	36	456830	7.880
	"2005"	"2005"	"55-64 years"	"55-64"	"Georgia"	"13"	"Male"	"M"	108	419233	25.761
	"2005"	"2005"	"55-64 years"	"55-64"	"Idaho"	"16"	"Male"	"M"	23	72124	31.890
	"2005"	"2005"	"55-64 years"	"55-64"	"Illinois"	"17"	"Female"	"F"	28	651460	4.298
	"2005"	"2005"	"55-64 years"	"55-64"	"Illinois"	"17"	"Male"	"M"	122	602692	20.243
	"2005"	"2005"	"55-64 years"	"55-64"	"Indiana"	"18"	"Female"	"F"	14	334748	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Indiana"	"18"	"Male"	"M"	76	314288	24.182
	"2005"	"2005"	"55-64 years"	"55-64"	"Iowa"	"19"	"Female"	"F"	12	157069	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Iowa"	"19"	"Male"	"M"	29	152859	18.972
	"2005"	"2005"	"55-64 years"	"55-64"	"Kansas"	"20"	"Female"	"F"	10	138939	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Kansas"	"20"	"Male"	"M"	34	134681	25.245
	"2005"	"2005"	"55-64 years"	"55-64"	"Kentucky"	"21"	"Female"	"F"	17	236695	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Kentucky"	"21"	"Male"	"M"	50	222225	22.500
	"2005"	"2005"	"55-64 years"	"55-64"	"Louisiana"	"22"	"Female"	"F"	11	242880	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Louisiana"	"22"	"Male"	"M"	51	223867	22.781
	"2005"	"2005"	"55-64 years"	"55-64"	"Maine"	"23"	"Male"	"M"	24	79659	30.128
	"2005"	"2005"	"55-64 years"	"55-64"	"Maryland"	"24"	"Female"	"F"	12	313516	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Maryland"	"24"	"Male"	"M"	30	283715	10.574
	"2005"	"2005"	"55-64 years"	"55-64"	"Massachusetts"	"25"	"Female"	"F"	15	356702	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Massachusetts"	"25"	"Male"	"M"	45	326418	13.786
	"2005"	"2005"	"55-64 years"	"55-64"	"Michigan"	"26"	"Female"	"F"	30	547546	5.479
	"2005"	"2005"	"55-64 years"	"55-64"	"Michigan"	"26"	"Male"	"M"	102	519514	19.634
	"2005"	"2005"	"55-64 years"	"55-64"	"Minnesota"	"27"	"Female"	"F"	13	259356	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Minnesota"	"27"	"Male"	"M"	53	253056	20.944
	"2005"	"2005"	"55-64 years"	"55-64"	"Mississippi"	"28"	"Female"	"F"	12	154990	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Mississippi"	"28"	"Male"	"M"	27	142912	18.893
	"2005"	"2005"	"55-64 years"	"55-64"	"Missouri"	"29"	"Female"	"F"	17	320529	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Missouri"	"29"	"Male"	"M"	74	296437	24.963
	"2005"	"2005"	"55-64 years"	"55-64"	"Montana"	"30"	"Male"	"M"	18	56270	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Nebraska"	"31"	"Male"	"M"	14	86621	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Nevada"	"32"	"Female"	"F"	10	135291	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Nevada"	"32"	"Male"	"M"	61	133011	45.861
	"2005"	"2005"	"55-64 years"	"55-64"	"New Hampshire"	"33"	"Male"	"M"	19	72775	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"New Jersey"	"34"	"Female"	"F"	17	480528	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"New Jersey"	"34"	"Male"	"M"	47	433623	10.839
	"2005"	"2005"	"55-64 years"	"55-64"	"New Mexico"	"35"	"Male"	"M"	29	100486	28.860
	"2005"	"2005"	"55-64 years"	"55-64"	"New York"	"36"	"Female"	"F"	30	1070993	2.801
	"2005"	"2005"	"55-64 years"	"55-64"	"New York"	"36"	"Male"	"M"	133	946497	14.052
	"2005"	"2005"	"55-64 years"	"55-64"	"North Carolina"	"37"	"Female"	"F"	32	490768	6.520
	"2005"	"2005"	"55-64 years"	"55-64"	"North Carolina"	"37"	"Male"	"M"	95	449250	21.146
	"2005"	"2005"	"55-64 years"	"55-64"	"Ohio"	"39"	"Female"	"F"	32	637259	5.022
	"2005"	"2005"	"55-64 years"	"55-64"	"Ohio"	"39"	"Male"	"M"	150	592427	25.320
	"2005"	"2005"	"55-64 years"	"55-64"	"Oklahoma"	"40"	"Female"	"F"	15	195900	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Oklahoma"	"40"	"Male"	"M"	44	183046	24.038
	"2005"	"2005"	"55-64 years"	"55-64"	"Oregon"	"41"	"Female"	"F"	17	210184	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Oregon"	"41"	"Male"	"M"	57	202574	28.138
	"2005"	"2005"	"55-64 years"	"55-64"	"Pennsylvania"	"42"	"Female"	"F"	34	712666	4.771
	"2005"	"2005"	"55-64 years"	"55-64"	"Pennsylvania"	"42"	"Male"	"M"	135	662238	20.385
	"2005"	"2005"	"55-64 years"	"55-64"	"South Carolina"	"45"	"Female"	"F"	22	252398	8.716
	"2005"	"2005"	"55-64 years"	"55-64"	"South Carolina"	"45"	"Male"	"M"	43	230602	18.647
	"2005"	"2005"	"55-64 years"	"55-64"	"South Dakota"	"46"	"Male"	"M"	12	39599	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Tennessee"	"47"	"Female"	"F"	20	343950	5.815
	"2005"	"2005"	"55-64 years"	"55-64"	"Tennessee"	"47"	"Male"	"M"	103	321581	32.029
	"2005"	"2005"	"55-64 years"	"55-64"	"Texas"	"48"	"Female"	"F"	62	1074020	5.773
	"2005"	"2005"	"55-64 years"	"55-64"	"Texas"	"48"	"Male"	"M"	223	1008906	22.103
	"2005"	"2005"	"55-64 years"	"55-64"	"Utah"	"49"	"Male"	"M"	30	92803	32.327
	"2005"	"2005"	"55-64 years"	"55-64"	"Virginia"	"51"	"Female"	"F"	37	421519	8.778
	"2005"	"2005"	"55-64 years"	"55-64"	"Virginia"	"51"	"Male"	"M"	98	394007	24.873
	"2005"	"2005"	"55-64 years"	"55-64"	"Washington"	"53"	"Female"	"F"	31	342119	9.061
	"2005"	"2005"	"55-64 years"	"55-64"	"Washington"	"53"	"Male"	"M"	82	333128	24.615
	"2005"	"2005"	"55-64 years"	"55-64"	"West Virginia"	"54"	"Male"	"M"	34	111564	30.476
	"2005"	"2005"	"55-64 years"	"55-64"	"Wisconsin"	"55"	"Female"	"F"	13	290387	Unreliable
	"2005"	"2005"	"55-64 years"	"55-64"	"Wisconsin"	"55"	"Male"	"M"	48	284340	16.881
	"2005"	"2005"	"65-74 years"	"65-74"	"Alabama"	"01"	"Male"	"M"	42	149105	28.168
	"2005"	"2005"	"65-74 years"	"65-74"	"Arizona"	"04"	"Female"	"F"	10	214281	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Arizona"	"04"	"Male"	"M"	59	194535	30.329
	"2005"	"2005"	"65-74 years"	"65-74"	"Arkansas"	"05"	"Male"	"M"	22	95723	22.983
	"2005"	"2005"	"65-74 years"	"65-74"	"California"	"06"	"Female"	"F"	53	1064867	4.977
	"2005"	"2005"	"65-74 years"	"65-74"	"California"	"06"	"Male"	"M"	184	907626	20.273
	"2005"	"2005"	"65-74 years"	"65-74"	"Colorado"	"08"	"Male"	"M"	40	117245	34.117
	"2005"	"2005"	"65-74 years"	"65-74"	"Connecticut"	"09"	"Male"	"M"	14	101578	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Florida"	"12"	"Female"	"F"	39	810581	4.811
	"2005"	"2005"	"65-74 years"	"65-74"	"Florida"	"12"	"Male"	"M"	163	709037	22.989
	"2005"	"2005"	"65-74 years"	"65-74"	"Georgia"	"13"	"Male"	"M"	56	220946	25.346
	"2005"	"2005"	"65-74 years"	"65-74"	"Idaho"	"16"	"Male"	"M"	13	42277	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Illinois"	"17"	"Female"	"F"	16	417608	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Illinois"	"17"	"Male"	"M"	63	344746	18.274
	"2005"	"2005"	"65-74 years"	"65-74"	"Indiana"	"18"	"Male"	"M"	46	181789	25.304
	"2005"	"2005"	"65-74 years"	"65-74"	"Iowa"	"19"	"Male"	"M"	15	95691	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Kansas"	"20"	"Male"	"M"	18	79622	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Kentucky"	"21"	"Male"	"M"	35	130872	26.744
	"2005"	"2005"	"65-74 years"	"65-74"	"Louisiana"	"22"	"Male"	"M"	26	129788	20.033
	"2005"	"2005"	"65-74 years"	"65-74"	"Maine"	"23"	"Male"	"M"	19	45942	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Maryland"	"24"	"Male"	"M"	34	151880	22.386
	"2005"	"2005"	"65-74 years"	"65-74"	"Massachusetts"	"25"	"Female"	"F"	11	221588	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Massachusetts"	"25"	"Male"	"M"	23	183069	12.564
	"2005"	"2005"	"65-74 years"	"65-74"	"Michigan"	"26"	"Female"	"F"	11	343623	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Michigan"	"26"	"Male"	"M"	61	292491	20.855
	"2005"	"2005"	"65-74 years"	"65-74"	"Minnesota"	"27"	"Male"	"M"	23	143369	16.043
	"2005"	"2005"	"65-74 years"	"65-74"	"Mississippi"	"28"	"Male"	"M"	26	87735	29.635
	"2005"	"2005"	"65-74 years"	"65-74"	"Missouri"	"29"	"Male"	"M"	40	183215	21.832
	"2005"	"2005"	"65-74 years"	"65-74"	"Montana"	"30"	"Male"	"M"	14	32635	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Nevada"	"32"	"Female"	"F"	10	80751	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Nevada"	"32"	"Male"	"M"	34	79890	42.559
	"2005"	"2005"	"65-74 years"	"65-74"	"New Hampshire"	"33"	"Male"	"M"	11	38664	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"New Jersey"	"34"	"Female"	"F"	10	306297	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"New Jersey"	"34"	"Male"	"M"	23	249460	9.220
	"2005"	"2005"	"65-74 years"	"65-74"	"New Mexico"	"35"	"Male"	"M"	20	61550	32.494
	"2005"	"2005"	"65-74 years"	"65-74"	"New York"	"36"	"Female"	"F"	17	692967	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"New York"	"36"	"Male"	"M"	63	557964	11.291
	"2005"	"2005"	"65-74 years"	"65-74"	"North Carolina"	"37"	"Female"	"F"	15	314174	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"North Carolina"	"37"	"Male"	"M"	78	260982	29.887
	"2005"	"2005"	"65-74 years"	"65-74"	"Ohio"	"39"	"Female"	"F"	14	420786	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Ohio"	"39"	"Male"	"M"	68	348875	19.491
	"2005"	"2005"	"65-74 years"	"65-74"	"Oklahoma"	"40"	"Male"	"M"	37	114930	32.194
	"2005"	"2005"	"65-74 years"	"65-74"	"Oregon"	"41"	"Male"	"M"	46	111748	41.164
	"2005"	"2005"	"65-74 years"	"65-74"	"Pennsylvania"	"42"	"Female"	"F"	17	492779	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Pennsylvania"	"42"	"Male"	"M"	84	407849	20.596
	"2005"	"2005"	"65-74 years"	"65-74"	"South Carolina"	"45"	"Male"	"M"	27	136355	19.801
	"2005"	"2005"	"65-74 years"	"65-74"	"Tennessee"	"47"	"Female"	"F"	15	223934	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Tennessee"	"47"	"Male"	"M"	73	188029	38.824
	"2005"	"2005"	"65-74 years"	"65-74"	"Texas"	"48"	"Female"	"F"	39	662386	5.888
	"2005"	"2005"	"65-74 years"	"65-74"	"Texas"	"48"	"Male"	"M"	119	567998	20.951
	"2005"	"2005"	"65-74 years"	"65-74"	"Utah"	"49"	"Male"	"M"	12	53827	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Virginia"	"51"	"Male"	"M"	62	214575	28.894
	"2005"	"2005"	"65-74 years"	"65-74"	"Washington"	"53"	"Male"	"M"	44	174097	25.273
	"2005"	"2005"	"65-74 years"	"65-74"	"West Virginia"	"54"	"Male"	"M"	18	68614	Unreliable
	"2005"	"2005"	"65-74 years"	"65-74"	"Wisconsin"	"55"	"Male"	"M"	38	167237	22.722
	"2005"	"2005"	"75-84 years"	"75-84"	"Alabama"	"01"	"Male"	"M"	32	79794	40.103
	"2005"	"2005"	"75-84 years"	"75-84"	"Arizona"	"04"	"Male"	"M"	63	117556	53.591
	"2005"	"2005"	"75-84 years"	"75-84"	"Arkansas"	"05"	"Male"	"M"	14	53433	Unreliable
	"2005"	"2005"	"75-84 years"	"75-84"	"California"	"06"	"Female"	"F"	50	804001	6.219
	"2005"	"2005"	"75-84 years"	"75-84"	"California"	"06"	"Male"	"M"	230	569520	40.385
	"2005"	"2005"	"75-84 years"	"75-84"	"Colorado"	"08"	"Male"	"M"	37	65056	56.874
	"2005"	"2005"	"75-84 years"	"75-84"	"Connecticut"	"09"	"Male"	"M"	13	70894	Unreliable
	"2005"	"2005"	"75-84 years"	"75-84"	"Florida"	"12"	"Female"	"F"	37	620805	5.960
	"2005"	"2005"	"75-84 years"	"75-84"	"Florida"	"12"	"Male"	"M"	162	476218	34.018
